02/05/2021 at 01:03下午 ET,388.2999,388.3,388.23,388.23,26924
02/05/2021 at 01:04下午 ET,388.23,388.23,388.15,388.1719,60223
02/05/2021 at 01:05下午 ET,388.1744,388.21,388.07,388.1299,59406
02/05/2021 at 01:06下午 ET,388.1281,388.16,388.09,388.155,34444
02/05/2021 at 01:07下午 ET,388.1348,388.1919,388.125,388.18,53762
02/05/2021 at 01:08下午 ET,388.1819,388.19,388.08,388.08,20185
02/05/2021 at 01:09下午 ET,388.08,388.14,388.07,388.14,18186
02/05/2021 at 01:10下午 ET,388.1201,388.17,388.11,388.1595,36657
02/05/2021 at 01:11下午 ET,388.16,388.19,388.09,388.11,12300
02/05/2021 at 01:12下午 ET,388.11,388.1599,388.07,388.14,26362
02/05/2021 at 01:13下午 ET,388.135,388.19,388.135,388.16,20761
02/05/2021 at 01:14下午 ET,388.1601,388.22,388.16,388.195,28100
02/05/2021 at 01:15下午 ET,388.19,388.2,388.14,388.19,21396
02/05/2021 at 01:16下午 ET,388.1829,388.295,388.18,388.29,47872
02/05/2021 at 01:17下午 ET,388.2841,388.34,388.27,388.31,44305
02/05/2021 at 01:18下午 ET,388.31,388.35,388.3,388.3,40677
02/05/2021 at 01:19下午 ET,388.32,388.385,388.29,388.357,32717
02/05/2021 at 01:20下午 ET,388.345,388.37,388.25,388.2759,40547
02/05/2021 at 01:21下午 ET,388.26,388.29,388.14,388.15,32567
02/05/2021 at 01:22下午 ET,388.143,388.1488,388.05,388.0881,54218
02/05/2021 at 01:23下午 ET,388.0999,388.135,388.06,388.1,64089
02/05/2021 at 01:24下午 ET,388.09,388.1,387.98,388.03,108587
02/05/2021 at 01:25下午 ET,388.0566,388.08,388.01,388.02,39712
